Route ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Timepoint Stop Georeference
M101,LEXINGTON AV/96 ST,40.78548,-73.95133,POINT (-73.95133 40.78548)
S51,ST GEORGE FERRY/S51 & S81,40.643468,-74.073442,POINT (-74.073442 40.643468)
BM2,AV M / E 80 ST,40.629866,-73.904758,POINT (-73.904758 40.629866)
Q32,MADISON AV/E 57 ST,40.762858,-73.971838,POINT (-73.971838 40.762858)
BX34,E 233 ST/KEPLER AV,40.896729,-73.87034,POINT (-73.87034 40.896729)
X37,E 57 ST/MADISON AV,40.762524,-73.972826,POINT (-73.972826 40.762524)
BX12,BAY PLAZA BL/APPLEBEE'S,40.866285,-73.826858,POINT (-73.826858 40.866285)
S90,ST GEORGE FERRY/S40 & S90,40.643445,-74.07392,POINT (-74.07392 40.643445)
SIM35,CASTLETON AV/JEWETT AV,40.63385,-74.129613,POINT (-74.129613 40.63385)
Q8,SEAVIEW AV /ERSKINE ST,40.653144,-73.866629,POINT (-73.866629 40.653144)
B4,AV Z/E 15 ST,40.587988,-73.953686,POINT (-73.953686 40.587988)
Q59,GRAND AV/73 ST,40.729453,-73.889932,POINT (-73.889932 40.729453)
L92,8 AV/BLEECKER ST,40.737379,-74.004929,POINT (-74.004929 40.737379)
Q76,FRANCIS LEWIS BL/43 AV,40.758205,-73.783417,POINT (-73.783417 40.758205)
SIM8,MARSH AV/WINDHAM LOOP,40.577857,-74.163769,POINT (-74.163769 40.577857)
Q47,ROOSEVELT AV/74 ST,40.746819,-73.891252,POINT (-73.891252 40.746819)
Q30,MARATHON PY/51 AV,40.76266,-73.733756,POINT (-73.733756 40.76266)
M10,FREDERICK DOUGLASS BL/125 ST,40.810055,-73.95141,POINT (-73.95141 40.810055)
BX6+,HUNTS POINT AV/SOUTHERN BL,40.820942,-73.891511,POINT (-73.891511 40.820942)
QM25,FRESH POND RD/BLEECKER ST,40.71216,-73.900241,POINT (-73.900241 40.71216)
B46,UTICA AV/EASTERN PY,40.668476,-73.931074,POINT (-73.931074 40.668476)
S79+,RICHMOND AV/YUKON AV,40.576012,-74.169516,POINT (-74.169516 40.576012)
BX32,MORRIS AV/E 170 ST,40.838216,-73.911123,POINT (-73.911123 40.838216)
BXM2,HENRY HUDSON PKY W/W 239 ST,40.889717,-73.909022,POINT (-73.909022 40.889717)
SIM8,RICHMOND AV/CHRISTOPHER LA,40.6147,-74.157439,POINT (-74.157439 40.6147)
D90,BAINBRIDGE AV/E 206 ST,40.874807,-73.879337,POINT (-73.879337 40.874807)
BXM11,WHITE PLAINS RD/E GUN HILL RD,40.877204,-73.866477,POINT (-73.866477 40.877204)
QM20,WHITESTONE EXPWY/LINDEN PL,40.771091,-73.832982,POINT (-73.832982 40.771091)
B62,MANHATTAN AV/FREEMAN ST,40.734065,-73.954997,POINT (-73.954997 40.734065)
BX4A,METROPOLITAN AV/CASTLEHILL AV,40.8408,-73.853485,POINT (-73.853485 40.8408)
B11,AV J/CONEY ISLAND AV,40.62483,-73.964229,POINT (-73.964229 40.62483)
S74,ROSSVILLE AV/VETERANS RD W,40.554914,-74.213283,POINT (-74.213283 40.554914)
M86+,W 86 ST/WEST END AV,40.788815,-73.977726,POINT (-73.977726 40.788815)
Q15,41 AV/PARSONS BL,40.760578,-73.821127,POINT (-73.821127 40.760578)
M8,CHRISTOPHER ST/HUDSON ST,40.733141,-74.006159,POINT (-74.006159 40.733141)
BX2,E 149 ST/COURTLANDT AV,40.816542,-73.919789,POINT (-73.919789 40.816542)
M34+,W 34 ST/7 AV,40.75125,-73.991027,POINT (-73.991027 40.75125)
X68,E 23 ST / 1 AV,40.73705,-73.978653,POINT (-73.978653 40.73705)
B46+,KINGS PLAZA,40.609564,-73.921817,POINT (-73.921817 40.609564)
Q1,AMBOY LA/SPRINGFIELD BL,40.717835,-73.735627,POINT (-73.735627 40.717835)
B3,AV U/CONEY ISLAND AV,40.5983,-73.960394,POINT (-73.960394 40.5983)
Q50,CO-OP CITY BL/BELLAMY LOOP N,40.873841,-73.824577,POINT (-73.824577 40.873841)
Q58,108 ST/HORACE HARDING EXP,40.737814,-73.852341,POINT (-73.852341 40.737814)
Q38,ELIOT AV/69 ST,40.719545,-73.890779,POINT (-73.890779 40.719545)
M2,MADISON AV/E 57 ST,40.762858,-73.971838,POINT (-73.971838 40.762858)
B36,SURF AV/W 37 ST,40.573429,-74.002479,POINT (-74.002479 40.573429)
SIM33C,FOREST AV/SOUTH AV,40.627114,-74.16596,POINT (-74.16596 40.627114)
BXM8,MADISON AV/E 60 ST,40.764005,-73.97096,POINT (-73.97096 40.764005)
BM1,CORTELYOU RD / STRATFORD ROAD,40.63986,-73.967717,POINT (-73.967717 40.63986)
Q88,HORACE HARDING EXP/MAIN ST,40.741695,-73.824714,POINT (-73.824714 40.741695)
M15+,E 126 ST/2 AV,40.80323,-73.932451,POINT (-73.932451 40.80323)
SIM3C,NARROWS RD N/FINGERBOARD RD,40.604596,-74.069364,POINT (-74.069364 40.604596)
B57,FLUSHING AV/LEE AV,40.699394,-73.9538,POINT (-73.9538 40.699394)
BX32,JEROME AV/E 176 ST,40.848547,-73.911669,POINT (-73.911669 40.848547)
M5,5 AV/W 42 ST,40.753141,-73.981216,POINT (-73.981216 40.753141)
B43,THROOP AV/MYRTLE AV,40.696366,-73.943555,POINT (-73.943555 40.696366)
Q25,MAIN ST/ROOSEVELT AV,40.759377,-73.829892,POINT (-73.829892 40.759377)
BX28,VALENTINE AV/E 192 ST,40.863917,-73.894537,POINT (-73.894537 40.863917)
BXM3,MADISON AV/E 123 ST,40.804757,-73.941344,POINT (-73.941344 40.804757)
Q3,FARMERS BL/MERRICK BL,40.679407,-73.761795,POINT (-73.761795 40.679407)
Q17,39 AV/MAIN ST,40.76022,-73.830035,POINT (-73.830035 40.76022)
S78,NEW DORP LA/MILL RD,40.56885,-74.106663,POINT (-74.106663 40.56885)
Q36,LITTLE NECK PY/UNION TP,40.744106,-73.71781,POINT (-73.71781 40.744106)
Q94,JACKSON AV/QUEENS PLZ S,40.748658,-73.938185,POINT (-73.938185 40.748658)
BX28,BARTOW AV/ELY AV,40.86788,-73.834403,POINT (-73.834403 40.86788)
B11,58 ST/1 Av,40.645419,-74.023199,POINT (-74.023199 40.645419)
S90,SOUTH AV/ARLINGTON PL,40.635428,-74.16628,POINT (-74.16628 40.635428)
SIM1C,E 23 ST/BROADWAY,40.741032,-73.988625,POINT (-73.988625 40.741032)
SIM10,E 23 ST / 1 AV,40.73705,-73.978653,POINT (-73.978653 40.73705)
QM8,UNION TPK/CHEVY CHASE ST,40.728395,-73.783325,POINT (-73.783325 40.728395)
QM16,E 34 ST /3 AV,40.746194,-73.978967,POINT (-73.978967 40.746194)
QM4,164 ST/HORACE HARDING EXP,40.73798,-73.804828,POINT (-73.804828 40.73798)
X37,5 AV/W 41 ST,40.752469,-73.981704,POINT (-73.981704 40.752469)
BX13,E 161 ST/RIVER AV,40.827809,-73.926064,POINT (-73.926064 40.827809)
Q2,HEMPSTEAD AV/CROSS ISLAND PKY,40.711285,-73.728634,POINT (-73.728634 40.711285)
B62,MANHATTAN AV/NASSAU AV,40.723452,-73.950693,POINT (-73.950693 40.723452)
M14D+,W 14 ST/9 AV,40.741148,-74.005521,POINT (-74.005521 40.741148)
BX16,E 233 ST/SETON AV,40.888887,-73.836864,POINT (-73.836864 40.888887)
S48,FOREST AV/OXFORD PL,40.630592,-74.089527,POINT (-74.089527 40.630592)
BX16,BAINBRIDGE AV/JEROME AV,40.886702,-73.877737,POINT (-73.877737 40.886702)
M101,3 AV / E 97 ST,40.78573,-73.948748,POINT (-73.948748 40.78573)
Q66,NORTHERN BL/WOODSIDE AV,40.752921,-73.909698,POINT (-73.909698 40.752921)
Q5,MERRICK BL/LINDEN BL,40.691579,-73.778985,POINT (-73.778985 40.691579)
Q66,28 ST/QUEENS PLZ S,40.7497,-73.939244,POINT (-73.939244 40.7497)
BX27,SOUNDVIEW AV/CORNELL AV,40.807549,-73.852334,POINT (-73.852334 40.807549)
M102,LEXINGTON AV/E 42 ST,40.751393,-73.976286,POINT (-73.976286 40.751393)
X64,E 57 ST/PARK AV,40.761777,-73.971002,POINT (-73.971002 40.761777)
Q92,W 42 ST/7 AV,40.756311,-73.987399,POINT (-73.987399 40.756311)
Q24,FULTON ST/VAN SINDEREN AV,40.677953,-73.903754,POINT (-73.903754 40.677953)
S90,5 ST/AMAZON FULFILLMENT CENTER,40.619015,-74.185269,POINT (-74.185269 40.619015)
Q49,92 ST/ASTORIA BL,40.762953,-73.877289,POINT (-73.877289 40.762953)
M34A+,9 AV/W 42 ST,40.758584,-73.992665,POINT (-73.992665 40.758584)
X28,W 23 ST/5 AV,40.741528,-73.98978,POINT (-73.98978 40.741528)
BX40,SCHURZ AV/HUNTINGTON AV,40.814107,-73.820015,POINT (-73.820015 40.814107)
Q4,LINDEN BL/FRANCIS LEWIS BL,40.696149,-73.74596,POINT (-73.74596 40.696149)
M31,E 57 ST/MADISON AV,40.762383,-73.972425,POINT (-73.972425 40.762383)
Q10,LEFFERTS BL /LIBERTY AV,40.686058,-73.824177,POINT (-73.824177 40.686058)
M20,VARICK ST/WATTS ST,40.723663,-74.006267,POINT (-74.006267 40.723663)
QM17,BEACH 21 ST/MOTT AV,40.604398,-73.753476,POINT (-73.753476 40.604398)
BX16,ROPES AV/BOSTON RD,40.88997,-73.819647,POINT (-73.819647 40.88997)
BX22,ZEREGA AV/CASTLE HILL AV,40.812847,-73.846145,POINT (-73.846145 40.812847)
BX4,WESTCHESTER AV/PROSPECT AV,40.819413,-73.902025,POINT (-73.902025 40.819413)
B45,LIVINGSTON ST/ COURT ST,40.691341,-73.99088,POINT (-73.99088 40.691341)
Q85,TEARDROP/LAYOVER,40.701315,-73.802927,POINT (-73.802927 40.701315)
QM15,CROSS BAY BL /LIBERTY AV,40.680436,-73.844818,POINT (-73.844818 40.680436)
Q40,SUTPHIN BL/88 AV,40.704921,-73.809404,POINT (-73.809404 40.704921)
Q9,SUTPHIN BL/ARCHER AV,40.701167,-73.807755,POINT (-73.807755 40.701167)
S61,VICTORY BL / BAY ST,40.637812,-74.076158,POINT (-74.076158 40.637812)
BX30,E GUN HILL RD/WHITE PLAINS RD,40.877136,-73.865806,POINT (-73.865806 40.877136)
QM16,ROCKAWAY BEACH BLVD/BEACH 147 ST,40.569991,-73.862208,POINT (-73.862208 40.569991)
BX42,E 180 ST/WEBSTER AV,40.852216,-73.898028,POINT (-73.898028 40.852216)
B82,ROCKAWAY PKWY/SUBWAY STATION,40.645679,-73.902111,POINT (-73.902111 40.645679)
SIM1C,CENTRAL PARK S/6 AV,40.766314,-73.977491,POINT (-73.977491 40.766314)
M103,LEXINGTON AV/E 68 ST,40.767713,-73.964248,POINT (-73.964248 40.767713)
BX9,EAST KINGSBRIDGE RD/MORRIS AV,40.867242,-73.89673,POINT (-73.89673 40.867242)
BX8,RANDALL AV/THROGS NECK EXPWY,40.827727,-73.818399,POINT (-73.818399 40.827727)
M20,SOUTH END AV/ALBANY ST,40.711472,-74.015762,POINT (-74.015762 40.711472)
S57,PORT RICHMOND AV/CHARLES AV,40.63473,-74.135754,POINT (-74.135754 40.63473)
M55,6 AV/GRAND ST,40.722882,-74.005044,POINT (-74.005044 40.722882)
S92,VICTORY BL/FOREST AV,40.630279,-74.088817,POINT (-74.088817 40.630279)
B46+,UTICA AV/FILLMORE AV (NON-PUBLIC/FOR RELIEFS),40.614579,-73.926533,POINT (-73.926533 40.614579)
Q59,GRAND AV/QUEENS BL,40.736357,-73.878318,POINT (-73.878318 40.736357)
BX30,BOSTON RD/DYRE AV,40.88482,-73.831179,POINT (-73.831179 40.88482)
B45,WASHINGTON AV/BERGEN ST,40.678838,-73.963871,POINT (-73.963871 40.678838)
Q21,CROSS BAY BL /PITKIN AV,40.672357,-73.843019,POINT (-73.843019 40.672357)
B49,BEDFORD AV/CHURCH AV,40.649829,-73.95595,POINT (-73.95595 40.649829)
B41,FLATBUSH AV/TROY AV,40.619715,-73.93353,POINT (-73.93353 40.619715)
S51,LILY POND AV/MC CLEAN AV,40.599189,-74.063759,POINT (-74.063759 40.599189)
S74,TARGEE ST/BROAD ST,40.622999,-74.083782,POINT (-74.083782 40.622999)
B38,TILLARY ST / CADMAN PLZ E,40.696115,-73.990166,POINT (-73.990166 40.696115)
QM11,QUEENS BL/72 DR,40.719909,-73.839801,POINT (-73.839801 40.719909)
B7,KINGS HY/CHURCH AV,40.65226,-73.922863,POINT (-73.922863 40.65226)
M4,BROADWAY / W 135 ST,40.820642,-73.954489,POINT (-73.954489 40.820642)
BX21,MORRIS PK AV/WHITE PLAINS RD,40.845231,-73.865907,POINT (-73.865907 40.845231)
Q31,BELL BL/35 AV,40.768875,-73.773635,POINT (-73.773635 40.768875)
BXM18,KAPPOCK ST/KNOLLS CRES,40.879219,-73.916629,POINT (-73.916629 40.879219)
S92,COLLEGE OF SI/ROADWAY ENT,40.608531,-74.153186,POINT (-74.153186 40.608531)
QM7,WATER ST/GOUVERNEUR LN,40.704793,-74.00809,POINT (-74.00809 40.704793)
Q85,ARCHER AV /160 ST,40.702782,-73.798612,POINT (-73.798612 40.702782)
M15+,1 AV/E 125 ST,40.801611,-73.931268,POINT (-73.931268 40.801611)
S93,COLLEGE OF STATEN ISLAND LOOP RD/SOUTH ADMIN,40.59889,-74.151686,POINT (-74.151686 40.59889)
BX4A,WEST FARMS RD/WESTCHESTER AV,40.824975,-73.891477,POINT (-73.891477 40.824975)
Q8,FLATLANDS AV/ELTON ST,40.657738,-73.874404,POINT (-73.874404 40.657738)
S81,ST GEORGE FERRY/S51 & S81,40.643468,-74.073442,POINT (-74.073442 40.643468)
X64,E 57 ST / 3 AV,40.760058,-73.96725,POINT (-73.96725 40.760058)
B43,MANHATTAN AV/NASSAU AV,40.723452,-73.950693,POINT (-73.950693 40.723452)
S86,BAY ST/VICTORY BL,40.637518,-74.076201,POINT (-74.076201 40.637518)
B36,NOSTRAND AV/AV X,40.593865,-73.940669,POINT (-73.940669 40.593865)
Q88,MAIN ST / REEVES AV,40.739817,-73.824798,POINT (-73.824798 40.739817)
Q43,ARCHER AV/SUTPHIN BL,40.700505,-73.807825,POINT (-73.807825 40.700505)
Q36,LITTLE NECK PY/87 DR,40.728308,-73.710445,POINT (-73.710445 40.728308)
M4,MADISON AV/E 32 ST,40.746554,-73.983794,POINT (-73.983794 40.746554)
SIM32,BATTERY PL / WASHINGTON ST,40.705004,-74.015762,POINT (-74.015762 40.705004)
Q88,AMBOY LA/SPRINGFIELD BL,40.717835,-73.735627,POINT (-73.735627 40.717835)
B100,FILLMORE AV / FLATBUSH AV,40.614496,-73.928138,POINT (-73.928138 40.614496)
Q20A,ARCHER AV/SUTPHIN BL,40.700654,-73.807565,POINT (-73.807565 40.700654)
BX34,BAINBRIDGE AV/JEROME AV,40.886702,-73.877737,POINT (-73.877737 40.886702)
BX21,BOSTON RD/E 166 ST,40.827328,-73.904705,POINT (-73.904705 40.827328)
M3,SAINT NICHOLAS AV/W 192 ST,40.856271,-73.928691,POINT (-73.928691 40.856271)
S53,4 AV/86 ST,40.622312,-74.028688,POINT (-74.028688 40.622312)
BM3,STATE ST / BATTERY PL,40.704472,-74.014153,POINT (-74.014153 40.704472)
SIM6,E 23 ST/1 AV,40.736691,-73.978245,POINT (-73.978245 40.736691)
QM16,6 AV/W 44 ST,40.755988,-73.983132,POINT (-73.983132 40.755988)
BX24,WESTCHESTER AV/BLONDEL AV,40.840897,-73.841545,POINT (-73.841545 40.840897)
M101,AMSTERDAM AV/W 161 ST,40.835239,-73.940199,POINT (-73.940199 40.835239)
Q18,30 AV/31 ST,40.767219,-73.921833,POINT (-73.921833 40.767219)
B44,STUART ST / FILLMORE AVENUE,40.607048,-73.939457,POINT (-73.939457 40.607048)
BX7,BROADWAY/W 181 ST,40.850064,-73.935752,POINT (-73.935752 40.850064)
Q38,HOFFMAN DR /WOODHAVEN BL,40.733152,-73.871078,POINT (-73.871078 40.733152)
M4,MARGARET CORBIN DR/CLOISTERS,40.865548,-73.932157,POINT (-73.932157 40.865548)
M14D+,W 14 ST/HUDSON ST,40.74062,-74.004803,POINT (-74.004803 40.74062)
S74,ST GEORGE FERRY/S74 & S84,40.643408,-74.073581,POINT (-74.073581 40.643408)
Q15,150 ST/CROSS ISLAND PY SVC RD,40.78666,-73.813494,POINT (-73.813494 40.78666)
BXM10,5 AV/W 85 ST,40.78078,-73.961086,POINT (-73.961086 40.78078)
S66,PORT RICHMOND AV/HARRISON AV,40.63646,-74.134663,POINT (-74.134663 40.63646)
BX28,BAYCHESTER AV/DONIZETTI PL,40.876237,-73.833977,POINT (-73.833977 40.876237)
X27,BROADWAY/BROOME ST,40.721704,-74.000018,POINT (-74.000018 40.721704)
M104,BROADWAY/W 97 ST,40.794932,-73.971848,POINT (-73.971848 40.794932)
BX6,E 161 ST/RIVER AV,40.827809,-73.926064,POINT (-73.926064 40.827809)
Q43,HILLSIDE AV/179 ST SUBWAY,40.712541,-73.784401,POINT (-73.784401 40.712541)
BXM2,5 AV/W 98 ST,40.789185,-73.95499,POINT (-73.95499 40.789185)
Q60,,,,
B6,BEDFORD AV/CAMPUS ROAD,40.631963,-73.952858,POINT (-73.952858 40.631963)
BM5,E 34 ST /3 AV,40.746026,-73.97858,POINT (-73.97858 40.746026)
SIM5,STATE ST/BRIDGE ST,40.704209,-74.014192,POINT (-74.014192 40.704209)
BX39,WHITE PLAINS RD/E 233 ST,40.893553,-73.857362,POINT (-73.857362 40.893553)
M72,E 72 ST/1 AV,40.768049,-73.956372,POINT (-73.956372 40.768049)
S79+,HYLAN BL/JACQUES AV,40.570901,-74.109122,POINT (-74.109122 40.570901)
Q18,WOODSIDE AV/60 ST,40.744978,-73.904007,POINT (-73.904007 40.744978)
B25,FULTON ST/NOSTRAND AV,40.680488,-73.950238,POINT (-73.950238 40.680488)
BM5,WOODHAVEN BL /63 DR,40.722715,-73.867426,POINT (-73.867426 40.722715)
BX15,3 AV/E 189 ST,40.859896,-73.8911,POINT (-73.8911 40.859896)
M4,BROADWAY/W 145 ST,40.826693,-73.95048,POINT (-73.95048 40.826693)
Q36,HILLSIDE AV/180 ST,40.713069,-73.781883,POINT (-73.781883 40.713069)
Q30,HORACE HARDING EXP/FRANCIS LEWIS BL,40.742919,-73.775794,POINT (-73.775794 40.742919)
SIM1,BROADWAY/MORRIS ST,40.705215,-74.01385,POINT (-74.01385 40.705215)
X28,5 AV/W 41 ST,40.752469,-73.981704,POINT (-73.981704 40.752469)
SIM31,RION AV /HENNING ST,40.611366,-74.117159,POINT (-74.117159 40.611366)
S52,UNIVERSITY DRIVE/MEDICAL ARTS PAVILION EAST,40.58674,-74.086583,POINT (-74.086583 40.58674)
QM8,188 ST/64 AV,40.739066,-73.785434,POINT (-73.785434 40.739066)
Q20A,MAIN ST/39 AV,40.760394,-73.830658,POINT (-73.830658 40.760394)
B47,RALPH AV/FLATLANDS AV,40.631281,-73.918616,POINT (-73.918616 40.631281)
BX1,LINCOLN AV/E 137 ST,40.809617,-73.928272,POINT (-73.928272 40.809617)
BX3,SEDGWICK AV/W 231 ST,40.875483,-73.90097,POINT (-73.90097 40.875483)
SIM24,5 AV/W 43 ST,40.754111,-73.980576,POINT (-73.980576 40.754111)
BX15,3 AV/E 168 ST,40.831331,-73.905596,POINT (-73.905596 40.831331)
B1,BRIGHTON BEACH AV/BRIGHTON 1 PL,40.576651,-73.965449,POINT (-73.965449 40.576651)
S53,92 ST/FT HAMILTON PY,40.616714,-74.027208,POINT (-74.027208 40.616714)
Q33,83 ST/NORTHERN BL,40.755569,-73.884356,POINT (-73.884356 40.755569)
Q15,150 ST/NORTHERN BL,40.764922,-73.815092,POINT (-73.815092 40.764922)
S98,FOREST AV/BROADWAY,40.628858,-74.116321,POINT (-74.116321 40.628858)
QM35,3 AV/E 38 ST,40.748354,-73.976096,POINT (-73.976096 40.748354)
M4,FT WASHINGTON AV/W 168 ST,40.8419,-73.942467,POINT (-73.942467 40.8419)
BX25,BARTOW AV/ELY AV,40.86788,-73.834403,POINT (-73.834403 40.86788)
S57,AMBOY RD/E BROADWAY,40.567913,-74.126422,POINT (-74.126422 40.567913)
B46,WASHINGTON PLZ/LANE3,40.709327,-73.959348,POINT (-73.959348 40.709327)
S57,BRADLEY AV/VICTORY BL,40.612308,-74.132204,POINT (-74.132204 40.612308)
B45,ST JOHNS PL/NOSTRAND AV,40.671593,-73.950469,POINT (-73.950469 40.671593)
SIM4C,PARK AV SOUTH/E 22 ST,40.739321,-73.987115,POINT (-73.987115 40.739321)
BX27,MORRISON AV/WESTCHESTER AV,40.829402,-73.874506,POINT (-73.874506 40.829402)
M14D+,DELANCEY ST/COLUMBIA ST,40.71671,-73.980338,POINT (-73.980338 40.71671)
Q28,CORPORAL KENNEDY ST/32 AV,40.772369,-73.78071,POINT (-73.78071 40.772369)
BX12,PELHAM PKWY/EASTCHESTER RD,40.85787,-73.844299,POINT (-73.844299 40.85787)
B24,BROADWAY/MARCY AV,40.708677,-73.958535,POINT (-73.958535 40.708677)
BX1,GRAND CONCOURSE/E FORDHAM RD,40.861909,-73.897737,POINT (-73.897737 40.861909)
Q54,GRAND ST/LORIMER ST,40.711148,-73.948499,POINT (-73.948499 40.711148)
SIM8X,RICHMOND AV/CHRISTOPHER LA,40.6147,-74.157439,POINT (-74.157439 40.6147)
BX20,INDEPENDENCE AV/W 237 ST,40.888395,-73.913013,POINT (-73.913013 40.888395)
QM25,ELIOT AV/85 ST,40.728117,-73.873143,POINT (-73.873143 40.728117)
Q53+,HOFFMAN DR /WOODHAVEN BL,40.733152,-73.871078,POINT (-73.871078 40.733152)
BX6,E 163 ST/PROSPECT AV,40.822313,-73.90107,POINT (-73.90107 40.822313)
BM3,PARK ROW/SPRUCE ST,40.711867,-74.006112,POINT (-74.006112 40.711867)
Q8,101 AV /94 ST,40.68407,-73.846979,POINT (-73.846979 40.68407)
M102,3 AV/E 67 ST,40.767113,-73.962513,POINT (-73.962513 40.767113)
M60+,E 125 ST/LEXINGTON AV,40.804169,-73.937033,POINT (-73.937033 40.804169)
Q23,UNION TPK/CRESCENT APARTMENTS,40.707053,-73.854282,POINT (-73.854282 40.707053)
B43,LINCOLN RD/OCEAN AV,40.660569,-73.962707,POINT (-73.962707 40.660569)
BX3,UNIVERSITY AV/ W 175 ST,40.847651,-73.919561,POINT (-73.919561 40.847651)
B98,LAFAYETTE AV/NOSTRAND AV,40.689857,-73.950996,POINT (-73.950996 40.689857)
Q76,FRANCIS LEWIS BL/17 AV,40.783135,-73.80459,POINT (-73.80459 40.783135)
M20,STATE ST/WHITEHALL ST,40.702398,-74.01347,POINT (-74.01347 40.702398)
Q15A,166 ST/POWELLS COVE BL,40.79386,-73.797424,POINT (-73.797424 40.79386)
S96,INNIS ST/ST JOSEPH AV,40.633783,-74.142537,POINT (-74.142537 40.633783)
BX38,DREISER LOOP/DEFOE PL,40.876197,-73.82947,POINT (-73.82947 40.876197)
SIM10,5 AV/W 40 ST,40.752548,-73.981679,POINT (-73.981679 40.752548)
Q46,UNION TP/UTOPIA PY,40.725837,-73.791142,POINT (-73.791142 40.725837)
M14D+,W 18 ST / 10 AV,40.744323,-74.005938,POINT (-74.005938 40.744323)
Q25,KISSENA BL/JEWEL AV,40.73171,-73.815066,POINT (-73.815066 40.73171)
M11,AMSTERDAM AV/W 67 ST,40.775639,-73.98367,POINT (-73.98367 40.775639)
BM1,56 DR / STRICKLAND AV,40.60866,-73.913789,POINT (-73.913789 40.60866)
B54,PALMETTO ST/ST NICHOLAS AV,40.700419,-73.910235,POINT (-73.910235 40.700419)
S46,NICHOLAS AV/CHARLES AV,40.63498,-74.140651,POINT (-74.140651 40.63498)
BXM4,5 AV/W 55 ST,40.761646,-73.975047,POINT (-73.975047 40.761646)
B74,STILLWELL TERMINAL BUS LOOP,40.577007,-73.981358,POINT (-73.981358 40.577007)
Q36,LITTLE NECK PY/HILLSIDE AV,40.73654,-73.713671,POINT (-73.713671 40.73654)
B3,AV U/MILL AV,40.615236,-73.914287,POINT (-73.914287 40.615236)
Q38,METROPOLITAN AV/METRO AV EL STATION,40.712226,-73.88867,POINT (-73.88867 40.712226)
B65,BERGEN ST/TROY AV,40.675382,-73.935937,POINT (-73.935937 40.675382)
BX12,SEDGWICK AV/WEBB AV,40.863762,-73.909159,POINT (-73.909159 40.863762)
S62,VICTORY BL/opp Con Edison,40.586532,-74.19879,POINT (-74.19879 40.586532)
SIM5,PEARL ST/FRANKFORT ST,40.709399,-74.001915,POINT (-74.001915 40.709399)
S62,VICTORY BL / BAY ST,40.637812,-74.076158,POINT (-74.076158 40.637812)
BX1,GRAND CONCOURSE/E 165 ST,40.831124,-73.920651,POINT (-73.920651 40.831124)
Q3,FARMERS BL/ROCKAWAY BL,40.659912,-73.773426,POINT (-73.773426 40.659912)
B20,FLATLANDS AV/ELTON ST,40.657738,-73.874404,POINT (-73.874404 40.657738)
BX24,WESTCHESTER AV/BURR AV,40.853336,-73.827133,POINT (-73.827133 40.853336)
QM42,62 DR/98 ST,40.733153,-73.859733,POINT (-73.859733 40.733153)
SIM1C,BROADWAY/WORTH ST,40.716249,-74.004629,POINT (-74.004629 40.716249)
M15,SOUTH ST/WHITEHALL ST,40.701536,-74.012485,POINT (-74.012485 40.701536)
Q31,FRANCIS LEWIS BL/27 AV,40.772665,-73.795013,POINT (-73.795013 40.772665)
SIM34,BROADWAY/WARREN ST,40.713766,-74.006749,POINT (-74.006749 40.713766)
S76,NEW DORP LA/MILL RD,40.568821,-74.106638,POINT (-74.106638 40.568821)
S89,RICHMOND AV/VICTORY BL,40.607533,-74.162351,POINT (-74.162351 40.607533)
Q114,GUY R BREWER BL /ARCHER AV,40.703193,-73.795858,POINT (-73.795858 40.703193)
BX20,BROADWAY/W 225 ST,40.87436,-73.91019,POINT (-73.91019 40.87436)
BX42,E TREMONT AV/WESTCHESTER AV,40.840672,-73.842224,POINT (-73.842224 40.840672)
SIM6,E 23 ST / 1 AV,40.73705,-73.978653,POINT (-73.978653 40.73705)
QM7,UNION TPK/MAIN ST,40.717653,-73.81679,POINT (-73.81679 40.717653)
M15,1 AV/E 23 ST,40.737053,-73.978368,POINT (-73.978368 40.737053)
Q20A,UNION ST/31 RD,40.770251,-73.826647,POINT (-73.826647 40.770251)
B16,FT HAMILTON PY/74 ST,40.626451,-74.015332,POINT (-74.015332 40.626451)
S86,RICHMOND RD/NARROWS RD S,40.60889,-74.09078,POINT (-74.09078 40.60889)
BX21,E TREMONT AV/E 177 ST,40.839852,-73.878243,POINT (-73.878243 40.839852)
B52,PALMETTO ST/ST NICHOLAS AV,40.700421,-73.909993,POINT (-73.909993 40.700421)
M102,3 AV/E 23 ST,40.738982,-73.983129,POINT (-73.983129 40.738982)
Q17,138 ST/37 AV,40.761806,-73.829556,POINT (-73.829556 40.761806)
Q4,LINDEN BL/FRANCIS LEWIS BL,40.696066,-73.746528,POINT (-73.746528 40.696066)
Q50,WHITESTONE EXP E SVC RD/20 AV,40.781917,-73.824456,POINT (-73.824456 40.781917)
Q49,35 AV/82 ST,40.751795,-73.884228,POINT (-73.884228 40.751795)
M9,ESSEX ST/GRAND ST,40.716867,-73.989185,POINT (-73.989185 40.716867)
Q39,28 ST/QUEENS PLAZA SOUTH,40.749388,-73.939517,POINT (-73.939517 40.749388)
S59,ELTINGVILLE/TRANSIT CENTER,40.560645,-74.171275,POINT (-74.171275 40.560645)
Q27,46 AV/PARSONS BL,40.754271,-73.813419,POINT (-73.813419 40.754271)
B60,ROCKAWAY AV/BROADWAY,40.68342,-73.911535,POINT (-73.911535 40.68342)
